time,node
1667408772,12.605469
1667408771,12.605469
1667408770,12.605469
1667408769,12.605469
1667408768,12.605469
1667408767,12.605469
1667408766,12.605469
1667408765,12.605469
1667408764,12.605469
1667408763,12.605469
1667408762,12.605469
1667408761,12.605469
1667408760,12.605469
1667408759,12.605469
1667408758,11.648438
1667408757,11.648438
1667408756,11.648438
1667408755,11.648438
1667408754,11.648438
1667408753,11.648438
1667408752,11.648438
1667408751,11.648438
1667408750,11.648438
1667408749,11.648438
1667408748,11.648438
1667408747,11.648438
1667408746,11.648438
1667408745,11.648438
1667408744,11.648438
1667408743,11.648438
1667408742,11.648438
1667408741,11.648438
1667408740,11.648438
1667408739,11.648438
1667408738,11.648438
1667408737,11.648438
1667408736,11.648438
1667408735,11.648438
1667408734,11.648438
1667408733,11.648438
1667408732,11.648438
1667408731,11.648438
1667408730,11.648438
1667408729,11.648438
1667408728,11.648438
1667408727,11.648438
1667408726,11.648438
1667408725,11.648438
1667408724,11.648438
1667408723,11.648438
1667408722,11.648438
1667408721,11.648438
1667408720,11.648438
1667408719,11.648438
1667408718,11.648438
1667408717,11.441406
1667408716,11.441406
1667408715,11.441406
1667408714,11.441406
1667408713,11.441406
1667408712,11.441406
1667408711,11.441406
1667408710,11.441406
1667408709,11.441406
1667408708,11.441406
1667408707,11.441406
1667408706,11.441406
1667408705,11.441406
1667408704,11.441406
1667408703,11.441406
1667408702,11.441406
1667408701,11.441406
1667408700,11.441406
1667408699,11.441406
1667408698,12.039062
1667408697,12.039062
1667408696,12.039062
1667408695,12.039062
1667408694,12.039062
1667408693,12.039062
1667408692,12.039062
1667408691,12.039062
1667408690,12.039062
1667408689,12.039062
1667408688,12.039062
1667408687,12.039062
1667408686,12.039062
1667408685,12.039062
1667408684,12.039062
1667408683,12.039062
1667408682,12.039062
1667408681,12.039062
1667408680,12.039062
1667408679,12.039062
1667408678,12.039062
1667408677,12.039062
1667408676,12.039062
1667408675,12.039062
1667408674,12.039062
1667408673,12.039062
1667408672,12.039062
1667408671,12.039062
1667408670,12.039062
1667408669,12.039062
1667408668,12.039062
1667408667,12.039062
1667408666,12.039062
1667408665,12.039062
1667408664,12.039062
1667408663,12.039062
1667408662,12.039062
1667408661,12.039062
1667408660,12.039062
1667408659,12.039062
1667408658,12.039062
1667408657,12.039062
1667408656,12.039062
1667408655,12.039062
1667408654,12.039062
1667408653,12.039062
1667408652,12.039062
1667408651,12.039062
1667408650,12.039062
1667408649,12.039062
1667408648,12.039062
1667408647,12.039062
1667408646,12.039062
1667408645,12.039062
