time,node
1667549925,46.26953
1667549924,46.01172
1667549923,46.01172
1667549922,46.01172
1667549921,46.95312
1667549920,46.69531
1667549919,46.69531
1667549918,46.69531
1667549917,46.69531
1667549916,46.4375
1667549915,46.4375
1667549914,46.4375
1667549913,46.4375
1667549912,46.4375
1667549911,46.17969
1667549910,46.17969
1667549909,46.17969
1667549908,46.17969
1667549907,45.92188
1667549906,45.92188
1667549905,45.92188
1667549904,46.92188
1667549903,46.40625
1667549902,46.40625
1667549901,46.40625
1667549900,46.40625
1667549899,46.40625
1667549898,46.14844
1667549897,46.14844
1667549896,46.14844
1667549895,46.14844
1667549894,45.89062
1667549893,45.89062
1667549892,45.89062
1667549891,45.89062
1667549890,45.89062
1667549889,45.63281
1667549888,45.63281
1667549887,46.63281
1667549886,46.63281
1667549885,46.375
1667549884,46.375
1667549883,46.375
1667549882,46.375
1667549881,46.11719
1667549880,46.11719
1667549879,46.11719
1667549878,46.11719
1667549877,46.11719
1667549876,45.85938
1667549875,45.85938
1667549874,45.85938
1667549873,45.85938
1667549872,45.60156
1667549871,45.60156
1667549870,46.41406
1667549869,46.41406
1667549868,46.15625
1667549867,46.15625
1667549866,46.15625
1667549865,46.15625
1667549864,46.15625
1667549863,45.89844
1667549862,45.89844
1667549861,45.89844
1667549860,45.89844
1667549859,45.64062
1667549858,45.64062
1667549857,45.64062
1667549856,46.47266
1667549855,46.21484
1667549854,46.21484
1667549853,47.21484
1667549852,46.96484
1667549851,46.96484
1667549850,46.70703
1667549849,46.70703
1667549848,46.70703
1667549847,46.70703
1667549846,46.44922
1667549845,46.44922
1667549844,46.44922
1667549843,46.44922
1667549842,47.16406
1667549841,47.16406
1667549840,47.16406
1667549839,47.16406
1667549838,47.16406
1667549837,46.90625
1667549836,46.90625
1667549835,46.88281
1667549834,46.88281
1667549833,46.625
1667549832,46.625
1667549831,46.625
1667549830,46.625
1667549829,46.625
1667549828,46.375
1667549827,46.375
1667549826,46.375
1667549825,47.375
1667549824,47.375
1667549823,47.375
1667549822,47.375
1667549821,47.375
1667549820,47.375
1667549819,47.375
1667549818,47.375
1667549817,47.375
1667549816,47.375
1667549815,47.375
1667549814,47.375
1667549813,47.375
1667549812,47.375
1667549811,47.375
1667549810,47.375
1667549809,47.375
1667549808,48.14844
1667549807,48.14844
1667549806,48.14844
1667549805,48.14844
1667549804,48.14844
1667549803,48.14844
1667549802,48.14844
1667549801,48.14844
1667549800,48.14844
1667549799,48.14844
1667549798,48.14844
1667549797,47.89453
1667549796,47.89453
1667549795,47.89453
1667549794,47.89453
1667549793,47.89453
1667549792,47.89453
1667549791,47.89453
1667549790,47.89453
1667549789,47.89453
1667549788,47.89453
1667549787,47.89453
1667549786,47.89453
1667549785,47.89453
1667549784,47.89453
1667549783,47.89453
1667549782,47.89453
1667549781,47.89453
1667549780,47.89453
1667549779,47.89453
1667549778,47.89453
1667549777,47.89453
1667549776,47.89453
1667549775,47.89453
1667549774,47.89453
1667549773,47.89453
1667549772,47.89453
1667549771,47.89453
1667549770,47.89453
1667549769,47.89453
1667549768,47.89453
1667549767,47.89453
1667549766,47.89453
1667549765,47.89453
1667549764,47.89453
1667549763,47.89453
1667549762,47.89453
1667549761,47.89453
1667549760,47.89453
1667549759,47.89453
1667549758,47.70703
1667549757,47.70703
1667549756,47.70703
1667549755,47.70703
1667549754,47.70703
1667549753,47.70703
1667549752,47.70703
1667549751,47.70703
1667549750,47.70703
1667549749,47.70703
1667549748,47.70703
1667549747,47.70703
1667549746,47.70703
1667549745,47.70703
1667549744,47.70703
1667549743,47.70703
1667549742,47.70703
1667549741,47.45703
1667549740,47.45703
1667549739,47.45703
1667549738,47.45703
1667549737,47.45703
1667549736,47.45703
1667549735,47.45703
1667549734,47.45703
1667549733,47.45703
1667549732,47.45703
1667549731,47.45703
1667549730,47.45703
1667549729,47.45703
1667549728,47.45703
1667549727,47.45703
1667549726,47.45703
1667549725,47.45703
1667549724,47.45703
1667549723,47.45703
1667549722,47.45703
1667549721,47.45703
1667549720,47.45703
1667549719,47.45703
1667549718,47.45703
1667549717,47.45703
1667549716,47.45703
1667549715,47.45703
1667549714,47.20312
1667549713,46.96484
1667549712,46.96484
1667549711,46.96484
1667549710,46.96484
1667549709,46.96484
1667549708,46.96484
1667549707,46.71875
1667549706,46.71875
1667549705,45.43359
1667549704,44.69141
1667549703,44.02344
1667549702,43.99609
1667549701,43.94922
1667549700,43.52734
1667549699,43.52734
1667549698,43.26953
1667549697,43.26953
1667549696,43.26953
1667549695,43.01172
1667549694,43.99219
1667549693,43.99219
1667549692,43.73438
1667549691,43.52344
1667549690,43.52344
1667549689,43.26562
1667549688,43.26562
1667549687,43.26562
1667549686,43.00781
1667549685,43.00781
1667549684,43.00781
1667549683,43.00781
1667549682,43.60938
1667549681,43.60938
1667549680,43.35156
1667549679,43.09766
1667549678,41.55859
1667549677,41.30078
1667549676,42.04688
1667549675,41.79688
1667549674,42.28125
1667549673,42.28125
1667549672,39.72656
1667549671,39.48438
1667549670,39.26953
1667549669,39.26953
1667549668,39.07812
1667549667,38.84766
1667549666,38.84766
1667549665,38.84766
1667549664,38.84766
1667549663,38.84766
1667549662,38.84766
1667549661,38.84766
1667549660,38.84766
1667549659,41.26172
1667549658,49.375
1667549657,49.375
1667549656,49.375
1667549655,49.375
1667549654,49.375
1667549653,49.375
1667549652,49.375
1667549651,49.375
1667549650,5.085938
1667549649,5.085938
1667549648,5.085938
1667549647,5.085938
1667549646,5.085938
1667549645,5.085938
1667549644,5.085938
1667549643,5.085938
1667549642,5.085938
1667549641,5.085938
